Название вакансии,URL,Название компании,Описание 
Проектировщик чат-ботов,https://spb.hh.ru/vacancy/28117811?query=python, СПбИАЦ,"Содержание работы: Разработка ведется на платформах Aimylogic и Botmother. С чем придется работать: Aimylogic, Botmother, построение логики ботов, запросы внешних... Ваши дополнительные преимущества: Знание серверного языка: php (laravel, yii2), python или node.js. Опыт работы с GitLab. Опыт документирования кода."
Бизнес-аналитик,https://spb.hh.ru/vacancy/29541960?query=python,"ООО Яндекс.Деньги, НКО","Команде Яндекс.Денег нужен человек, которому нравится обрабатывать, систематизировать и сводить воедино информацию из самых разных источников. Ему предстоит узнать всё... Отличное знание Excel, опыт написания SQL-запросов. Знание статистических пакетов и языка python будет преимуществом. Самостоятельность, коммуникабельность, презентационные навыки."
Аналитик (Forecast analyst),https://spb.hh.ru/vacancy/26847553?query=python,ООО БиАйЭй-Технолоджиз,"Поддержка и доработка ПО в существующих проектах. Внедрение ПО в новых проектах. Проверка и сведение данных из различных источников.  Хорошее знание Excel. Знание одного из математических пакетов (R, Matlab, Python). Знание английского языка (на уровне чтения и понимания технических..."
Инженер по управлению конфигурацией,https://spb.hh.ru/vacancy/29358692?query=python,ООО АНТ-Цифровые Сервисы,"Техническое сопровождение продукта на объектах заказчика, техническое консультирование по вопросам работоспособности программного комплекса. Обеспечение программно-техническими средствами доставления новых версий... Опыт написания скриптов (SQL, bash, sed, awk, perl или python). Опыт администрирования серверов Linux. Основы TCP/IP, SQL и Java..."
Python Backend Разработчик (внутренние проекты),https://spb.hh.ru/vacancy/29433036?query=python, Доктор Веб,"Разработка back-end части веб-сервиса. Опыт профессиональной командной разработки проектов на Python от 1 года. Опыт работы с базами данных средствами Python, знание SQL. "
Инженер 2 линии технической поддержки,https://spb.hh.ru/vacancy/29304817?query=python, «АНТ» ГРУППА КОМПАНИЙ,"Полный цикл внедрения и сопровождения программного продукта в сфере телекоммуникационных сервисов: Сопровождение высоконагруженных бизнес-критичных решений 24/7 (2 линия... Базовые знания SQL, опыт работы с СУБД Oracle/postgreSQL. Будет преимуществом: Английский язык. Знание Java или Python . Опыт работы с..."
Специалист DevOps,https://spb.hh.ru/vacancy/29121402?query=python, КОРУС Консалтинг СНГ,"Сборка и деплой приложений. Настройка мониторинга и сбора статистики по работе приложений, оптимизация на основании анализа этих данных.  Знание RedHat Linux на уровне администратора. Опыт использования ЯП (Groovy, Python, Perl) для автоматизации задач администрирования. Знание и опыт работы..."
"Project manager (feature lead, IT / telecom)",https://spb.hh.ru/vacancy/29538304?query=python, GMS Services,"Управление проектами в процессе разработки BSS-решений. - Координация процессов, планирование (формирование ресурсного плана), ресурсные задачи, контроль исполнения плана, контроль репортинга. -  Опыт работы аналитиком приветствуется. - Технические навыки: знание SQL, владение python (написание скриптов). - Уверенное владение Power Point и Excel. - "
Администратор систем мониторинга,https://spb.hh.ru/vacancy/29531416?query=python, Netcracker Technology Corp.,"Поддержка, управление и развитие систем мониторинга (Icinga/Nagios), систем визуализации данных (Cacti/Grafana) и их компонентов. Разработка, имплементация и поддержка... Опыт написания скриптов на bash/python для систем мониторинга, понимание регулярных выражений обязательно. Опыт работы с high-load Unix/Linux..."
Главный специалист платежных систем и банковских технологий отдела администрирования процессинга,https://spb.hh.ru/vacancy/27443208?query=python,ПАО Банк Санкт-Петербург,"Обеспечение функционирования систем Процессингового центра. Поддержка программного обеспечения, решение проблемных и текущих вопросов по клиентским и сервисным операциям в системах... Опыт администрирования серверов Linux. Навыки написания скриптов/автоматизации (shell, awk. python/perl). Хорошее знание сетевых протоколов, принципов маршрутизации, клиент-серверных..."
AWS SysOps/Administrator,https://spb.hh.ru/vacancy/29523111?query=python,ИП Гурфинг Михаил Григорьевич,"Managing full AWS Lifecycle, Provisioning, Automation and Security. Identifying appropriate use of AWS operational best practices. Estimating AWS usage costs... Strong scripting skills (PoSh or Python or Ruby or Go). 3+yr experience in running AWS-based production environments using..."
Technical Operations Manager,https://spb.hh.ru/vacancy/29531118?query=python, Netcracker Technology Corp.,"Maintain operational guides and methodology documentation. Manage problems and tasks. Manage incidents related to application, database or middleware.  Scripting languages: SH, Perl or Python. Oracle Database administration skills. PKI/Certificates. Supporting large scale, mission critical 7 x 24..."
Глава отдела аналитики,https://spb.hh.ru/vacancy/29524079?query=python, OCS distribution,"Взаимодействие с командой разработчиков, участие в создании и развитии продуктов компании с использованием больших данных и Data Science.  Опыт работы главой аналитики от 3 лет. Техническое образование. Фундаментальные знания в математике. Знания SQL, Python. Опыт работы с Hadoop..."
Трейдер,https://spb.hh.ru/vacancy/27085219?query=python, the_covert,"Анализ и оптимизация работы торговых роботов. Отслеживание возможных сбоев и рисков. Мониторинг состояния мировых валютных площадок для оценки целесообразности совершения... Высшее профильное образование (IT, экономика). Знание любого скриптового языка (Python и др.) и/или. Уверенное владение EXСEL. Желание разбираться в..."
Middle/Senior C++ Developer (г. Санкт-Петербург),https://spb.hh.ru/vacancy/29498847?query=python, Itransition,"Участие в разработке средних и крупных приложений. Обсуждение процессов разработки и их оптимизации. Участие в оценке трудоемкости работ.  ...другой - опыт разработки ПО использующие API системы. Базовые знания либо .NET/С#, либо Python. Уровень английского – Pre-Intermediate и выше."
Data scientist,https://spb.hh.ru/vacancy/28550645?query=python, Центральный Банк Российской Федерации,"Участие в работе по обработке договоров страхования на основе Big Data и Data Mining. Участие в разработке регрессионных моделей (формирование... Опыт работы минимум с одним из языков программирования / фреймворков. Python,R, SQL. Hadoop, Spark, Impala. SAS Miner, SPSS, MathLab. Tableau."
Senior DevOps Engineer (with long-term business trip to the USA),https://spb.hh.ru/vacancy/29495749?query=python, Grid Dynamics,"Building continuous integration and continuous delivery pipelines, being onsite. Examining current situation, ability to convince in best practices.  Must-have technical skills:"
Senior Data Scientist,https://spb.hh.ru/vacancy/29412325?query=python, IBS,"Руководство командой специалистов по исследованию данных. Обработка и анализ исходных данных Заказчика. Анализ процессов Заказчика/Взаимодействие со специалистами Заказчика.  Знание и опыт разработки на скриптовых языках Perl, Python, R: Keras, TensorFlow, PySpark. MsSQL, PostgreSQL, MySQL. Visual Studio, системы контроля..."
Quantitative Researcher/Data Scientist,https://spb.hh.ru/vacancy/29490412?query=python,ООО QuantNet,"Разработка алгоритмических торговых стратегий. - Применение методов анализа данных. Опыт участия в олимпиадах по математике/физике/информатике. - Опыт программирования на Python, Java/Scala, C++. - Опыт применения библиотек для анализа..."
Data scientist (ML),https://spb.hh.ru/vacancy/29453194?query=python, Quantum Brains,"Data collection and preparation. Design of end-to-end analytical solutions (predictive and prescriptive modeling/python). Algorithm development and optimization.  Strong mathematical background (probability theory and mathematical statistics). Experience in machine learning (boosting, neural networks). Technologies: Python, Keras, Tensorflow, Xgboost."
Младший веб-разработчик / Junior web developer,https://spb.hh.ru/vacancy/29490876?query=python, Доктор Веб,"Разработка и поддержка корпоративных продуктов. Back-end: знание любого серверного языка (PHP, JS, Perl, Python, C). Знание SQL, особенностей разных СУБД. Опыт работы в команде..."
Marketing Data Scientist (Аналитик),https://spb.hh.ru/vacancy/27612086?query=python, Social Quantum,"Составление прогноза выручки по игровым продуктам компании, расчет LTV. Регулярный аудит каналов привлечения пользователей, анализ маркетинговых кампаний и оптимизация бюджета.  Отличное знание Excel. Хорошее знание SQL. Хорошее знание R или Python. Обязательно владение библиотеками NumPy, SciPy, Pandas. Обязательно знание статистики..."
Senior Computer Vision Researcher,https://spb.hh.ru/vacancy/29493757?query=python,ООО Тексел,"Prototype, test, iteratively improve, and document various human body parsing techniques. Explore new areas of applied research on related themes.  Proficient understanding of linear algebra, mathematical analysis, statistics and probability theory. Sufficient experience with scientific Python libraries (numpy, scipy, scikit..."
Computer Vision Researcher,https://spb.hh.ru/vacancy/29493767?query=python,ООО Тексел,"Prototype, test, iteratively improve, and document various human body parsing techniques. Organize and optimize current solutions. Achieve the team goal... ...of Python with 1+ year experience. Proficient understanding of linear algebra and mathematical analysis. Strong experience with scientific Python..."
DevOps Engineer,https://spb.hh.ru/vacancy/29491978?query=python, Дженстек,"Компания Дженстек (Genestack) создаёт платформу для биоинформатиков, биологов, генетиков, врачей и всех, кто так или иначе связан с изучением, систематизацией... Опыт разработки скриптов на bash, python. Опыт использования Docker. Опыт администрирования систем на базе облачных сервисов (предпочтительно, AWS). "
Инженер по тестированию веб-приложений,https://spb.hh.ru/vacancy/28561776?query=python, ВКонтакте,"Тестирование функций, интерфейсов и web-приложений, разрабатываемых ВКонтакте. Ведение тестовой документации. Регистрация найденных дефектов в баг-трекере, контроль их исправления.  Умение работать с системами отслеживания ошибок и грамотно составлять баг-репорты. Знание Java или Python (или другого языка программирования). "
Программист C#,https://spb.hh.ru/vacancy/27249234?query=python, Nival,Сопровождение и доработка существующих игровых механик. Реализации новой функциональности игрового проекта. Портирование существующих проектов на новые платформы. Взаимодействие со смежными... Опыт работы в игровой индустрии. Опыт работы с C++ и Python. Опыт работы с реляционными и NoSQL БД. 
Big Data Software Engineer,https://spb.hh.ru/vacancy/29019264?query=python, First Line Software,"Big Data and Data Management activities - complex ETL, data analysis, data mappings, advanced transformations. Working in agile environment. Knowledge of Java-based technologies and Python is a plus. Experience with Hadoop e.g. Scala, Spark, Hadoop Machine learning..."
Data Engineer/Разработчик BigData,https://spb.hh.ru/vacancy/28659264?query=python, КРОК,"Участие проектах по созданию информационно-аналитических систем в качестве разработчика BigData. Понимание принципов построения DWH. Опыт работы с промышленными ETL платформами. Знание скриптовых языков Perl, Python. Знание Java. Наличие сертификатов."
Middle System Developer (C/C++),https://spb.hh.ru/vacancy/29476168?query=python, Sperasoft,"Building new features for our next-gen product by working closely with the marketing/testing teams, developing and testing features.  Knowledge of Linux kernel development including networking, memory management. Programming experience in C++, Python or Go. Prior experience of lock..."
Software and Computer System Scientist,https://spb.hh.ru/vacancy/29480699?query=python, Corning Optical Communications GmbH,"Work independently or as part of the team on various aspects of HPC and research software engineering: Write and maintain... Knowledge of scripting languages (e.g., Python) and any other programming languages (e.g., HTML, Java Script, and PHP). "
Software and Computer System Scientist,https://spb.hh.ru/vacancy/29480845?query=python, Corning Optical Communications GmbH,"Subject Matter Expert providing data analytics and machine learning modeling software development support to create novel computational methods and produce... Working knowledge of programming in Python. Working knowledge of mathematical and statistical computing programming languages (MATLAB, R). Knowledge of any..."
Software and Computer System Scientist,https://spb.hh.ru/vacancy/29480808?query=python, Corning Optical Communications GmbH,"Work independently or as part of the team on various aspects of High Performance Data Analytics: Develop and maintain software... Strong programming skills in one or several mainstream languages such as Python, R and Java. A foundation in software design..."
Software and Computer System Scientist,https://spb.hh.ru/vacancy/29480761?query=python, Corning Optical Communications GmbH,"Work independently or as part of the team on various aspects of HPC and research software engineering: Co-lead managing... Knowledge of scripting languages (e.g., Python) and any other programming languages (e.g., HTML, Java Script, and PHP). "
Chief Data Scientist,https://spb.hh.ru/vacancy/29466374?query=python, AI Factory,"AI Factory — инновационная мобильная компания. Мы стираем грань между фото и видео, оживляя фотографии пользователей и помещая их в разнообразные... Более 5 лет опыта в областях, связанных с машинным обучением. Хорошее знание Python, C++. Опыт работы с глубоким обучением, сверточными..."
Senior Data Analyst,https://spb.hh.ru/vacancy/29049124?query=python,ООО Рекон Групп,"We are looking for an experienced Data Analyst with relevant background in Data Warehousing and Business Intelligence. As Data Analyst... Degree in Quantitative field e.g. Mathematics, Econometrics or Statistics. 3+ years of data analysis working with business data..."
Инженер по тестированию (Unix) / QA Engineer (Unix),https://spb.hh.ru/vacancy/27654633?query=python, Доктор Веб,"Ручное и автоматизированное тестирование продуктов Dr.Web для Unix. Разработка тестовой спецификации, обнаружение и оформление дефектов в новых версиях приложений.  Знание ОС Linux/Unix/macOS на уровне продвинутого пользователя. Опыт работы тестировщиком или системным администратором от 1 года. "
Инженер по тестированию / QA Engineer (Enterprise Solutions),https://spb.hh.ru/vacancy/27325056?query=python, Доктор Веб,"Ручное и автоматизированное тестирование приложений и сервисов. Создание и актуализация тестов, обнаружение и оформление дефектов. Взаимодействие с командами разработчиков, технической... Понимание внутреннего устройства OC Windows и знание сетевых протоколов. Умение четко и ясно выражать мысли, самостоятельность, внимательность к деталям. "
Аналитик BI,https://spb.hh.ru/vacancy/29492680?query=python, i-FREE,"Работа над архитектурой хранения данных вместе с другими дата-аналитиками. Подготовка данных для анализа, построение аналитических моделей и визуальных представлений... Умение работать в команде, проактивность, самостоятельность и готовность к обучению. Плюсом будет умение программировать на одном из языков: Python, R..."
DevOps-инженер / DevOps Engineer (сервис Dr.Web Cloud),https://spb.hh.ru/vacancy/29481394?query=python, Доктор Веб,"Доктор Веб» создает антивирусные программы для различных операционных систем и мобильных платформ, для защиты домашних пользователей и крупных компаний.  Понимание цикла разработки ПО. Уверенные знания Linux. Знание скриптового языка программирования (Python, Bash). Опыт работы с системами мониторинга. "
Администратор Linux-сервера (Москва),https://spb.hh.ru/vacancy/29489125?query=python, ProfiStaff,"Опыт настройки и эксплуатации системы контроля заявок (поддержки пользователей) – OTRS, Request Tracker и т.п.. Обязанности: Настройка и поддержка функционирования... Будет плюсом: Знание системы мониторинга Zabbix. Знание скриптовых языков программирования (PHP, Python, JavaScript). Знание технологий репликации БД (системы управления кластером..."
UNIX DevOps (Build engineer),https://spb.hh.ru/vacancy/29481401?query=python, Доктор Веб,"Писать скрипты установки и удаления пакетов. Участвовать в разработке продуктов и решений под UNIX. Знакомы с Python или Golang.  Пишете на POSIX Shell. Собираете C++ код с помощью GNU Make, GCC. Собираете пакеты RPM и/или DEB. "
DevOps Engineer,https://spb.hh.ru/vacancy/26004152?query=python, Netcracker Technology Corp.,"Automate deployment and lifecycle of complex microservice-based application deployed in cloud ecosystem (Openshift, Openstack). Strict availability requirements are applied... Experience in Linux virtualization (KVM, LXC). Knowledge in Python/Ruby/Groovy. PostgreSQL and Oracle installation and administration. Experience in Openstack..."
Разработчик Go,https://spb.hh.ru/vacancy/29276918?query=python,ПАО МТС,Участие в разработке системы видеонаблюдения. Сбор данных и их передача в хранилище данных. Создание стримминга для пользователя. Коммерческий опыт разработки на Golang от 1 года или Python/PHP/Ruby от 3 лет. Участие в высоконагруженных проектах. 
Разработчик C/C++,https://spb.hh.ru/vacancy/28932960?query=python, ANCOR FinTech,"Самостоятельно применять на практике методики Agile, осуществляемые в компании. Отвечать за компоненты продуктов, включая создание спецификаций, дизайна и реализацию.  Многопоточного программирования. Скриптов (Python). Test Tools / Automation, систем отслеживания и методологий тестирования. Unix администрирование. Опыт использования Eclipse. Активное желание инициировать..."
Стажер-разработчик,https://spb.hh.ru/vacancy/29484976?query=python, TeamIdea (ООО ТИМИДЕЯ ГРУПП),"Обучение и профессиональное развитие в области разработок на языке программирования ABAP и сопутствующих технологиях (SAP HANA, SAP SCP, Process Integration).  Знание минимум одного из языков программирования (Java, C++, C#, Python, JavaScript, Delphi/Object Pascal, Ruby, PL/SQL). Высшее техническое или..."
Go developer (Data Lab team),https://spb.hh.ru/vacancy/28561798?query=python, SEMrush,"Проектировать и разрабатывать микросервисы на Go с нуля, способные масштабироваться и выдерживать большие нагрузки. Плотно взаимодействовать с Data Science и... Опыт коммерческой разработки на Go от одного года. Опыт разработки микросервисов (REST/gRPC). Опыт работы с SQL и noSQL. "
Senior Software Engineer (Computer Vision),https://spb.hh.ru/vacancy/29466406?query=python, AI Factory,"Разработка внутренних сервисов и интерфейсов для автоматизации релизов (Python, Flask). Разработка новой функциональности в приложении (C++). Опыт разработки на Python не менее 1 года. Умение строго математически мыслить, отличное знание математической статистики. Опыт работы с компьютерным..."
UNIX DevOps (Release engineer),https://spb.hh.ru/vacancy/28524620?query=python, Доктор Веб,"Поддерживать и развивать системы автоматической сборки UNIX-решений Dr.Web. Поддерживать и развивать системы непрерывной интеграции (Jenkins, gitlab CI).  Имеете опыт применения систем виртуализации KVM, Docker. Пишете на Python и Shell. Владеете системами управления конфигурациями (предпочтительно Ansible). "
Web-разработчик Backend,https://spb.hh.ru/vacancy/29459752?query=python,ООО РЦ ПЛИНОР,"Разработка web-приложений, участие в масштабных разработках уровня СНГ. Работа в команде разработчиков. Выполнение заданий в оговоренные сроки. Опыт работы программистом не менее 3 лет. Экспертные знания PHP, Python, Java. Понимание ООП, ORM, MVC, SOA, микросервисной архитектуры, шардинга..."
Инженер по тестированию (Облако) / QA Engineer (Cloud),https://spb.hh.ru/vacancy/29481395?query=python, Доктор Веб,"Разработка автоматических тестов. Разработка вспомогательных утилит. Анализ результатов тестирования. Планирование процесса тестирования. Организация автоматизации тестирования ""с нуля"". Знание методологий разработки... Опыт автоматизации тестирования. Опыт тест-дизайна. Знание Python."
Инженер по автоматизации тестирования оборудования (ЦОД),https://spb.hh.ru/vacancy/29245115?query=python, ВКонтакте,"Тестированием и RMA серверного и сетевого оборудования. Инсталляцией, техническим обслуживанием, устранением неполадок серверного оборудования и сетевых устройств. Общением с вендорами... Умеете вести рабочий процесс в системах Service Desk (Jira, YouTrack и другие). Опыт работы в дата-центре. Знание Python. "
DevOps Engineer (Development Practices),https://spb.hh.ru/vacancy/26004146?query=python, Netcracker Technology Corp.,"This contributor role will need to be aware of all modern technologies & tools in the field of build/deploy processes... 2+ years’ hands on experience in one or more programming languages: Java, Python, Groovy, Go, Bash, JavaScript, etc.. "
Разработчик JavaScript (Node.js/back-end),https://spb.hh.ru/vacancy/29442279?query=python, OneTwoTrip,"Разработка нового и поддержка текущего функционала системы. Опыт разработки серверных приложений в среде Unix на каком-либо языке (python, ruby, php, nodejs). Понимание принципов построения масштабируемых систем..."
Разработчик Frontend/Backend/full stack,https://spb.hh.ru/vacancy/29433326?query=python,ООО Ростелеком Информационные Технологии,"Написание компонентов программного обеспечения по техническим заданиям. Взаимодействие с командой, участие в обсуждении задач, внутренних совещаниях. Проведение экспертизы технических решений. Знание языков программирования и технологий VUE JS, JavaScript (JQuery, NodeJS, Yarn), HTML5, CSS, Python 3.6, менеджер пакетов Pip..."
Linux System Engineer,https://spb.hh.ru/vacancy/28980628?query=python,ООО ТангоМи СТП,"Manage and monitor installed systems and infrastructure. * Incident response, problem management, and change management. * Investigation and resolution of production issues. *  Experience with Jenkins (ant, maven), etc. * Solid experience in Bash and Python. * Strong problem-solving and analytical skills. "
Senior Big Data developer,https://spb.hh.ru/vacancy/29439645?query=python, DINO Systems,"You will become a part of Big Data team at large US-based international company, leader in enterprise VoIP communication... Hands-on experience with Hadoop, Spark or Kafka. Scala. Perl, Python or Groovy. Experience with data visualization/analysis tools (Tableau..."
Frontend-разработчик,https://spb.hh.ru/vacancy/29083268?query=python,ООО Тензор,Работать в большой команде разработчиков. Разрабатывать визуальные компоненты для различных модулей нашей системы. Участие в процессе проектирования пользовательских интерфейсов. ...править без полной переделки. Способность самостоятельно определять и соблюдать сроки выполнения задач. Опыт работы с require.js. Опыт работы с python.
DevOps Team Lead,https://spb.hh.ru/vacancy/27724718?query=python, Netcracker Technology Corp.,"Manage the development and support processes of ALM & DevOps platform in the company. Manage team in 5-10 developers.  Education: Degree in a technical discipline (math, physics, IT, telecommunications). Extensive experience in working with GIT, Maven, Jenkins systems. "
Разработчик ETL,https://spb.hh.ru/vacancy/23061106?query=python, КРОК,"Участие в проектах по разработке DWH в роли разработчика ETL. ...платформ, связанными с качеством данных. Понимание концепции BigData, опыт работы с Hadoop, Greenplum. Знание скриптовых языков Python, Perl. Наличие сертификатов."
Разработчик Blockchain,https://spb.hh.ru/vacancy/27175502?query=python, АО « Альтернативное топливо»,"Разработка API-приложений Hyperledger Fabric. Разработка chaincode Hyperledger Fabric. Разработка вспомогательных утилит для обеспечения работы сети Blockchain. Развертывание новых версий... Опыт разработки на одном из языков JS (Node.js), Java, Go, Python. Знание основ криптографии. Знание основ DevOps, в особенноси CI..."
Системный инженер,https://spb.hh.ru/vacancy/28164904?query=python, Nexign (АО «Петер-Сервис»),"Участие в pre-sale работе. Подготовка схем развертывания решений. Проработка и настройка георезервирования. Подготовка и настройка промышленного стенда enterprise уровня.  Знание и опыт работы с DNS (Bind), DHCP. Знание bash/python, Ansible. Опыт работы с ОС Linux, опыт написания правил..."
Data Engineer в команду Аналитики,https://spb.hh.ru/vacancy/28549033?query=python, ВКонтакте,"Узнать об истории компании, команде, традициях и основных показателях можно в статье «О ВКонтакте». Знание колоночных СУБД. Опыт создания или интегрирования планировщика заданий."
C++ developer (remote work),https://spb.hh.ru/vacancy/29443049?query=python, Petrosoft Inc.,"Разработка ПО для устройств захвата и обработки информации. Разработка ПО для кассовых аппаратов. Размер и структура команды. Уверенное знание Unix/Linux. Практическое использование Python 2\3, знание BASH\SH. Будет плюсом: Опыт командной разработки опыт программирования внешних..."
Программист Linux,https://spb.hh.ru/vacancy/23819807?query=python, Конфидент,Разработка и поддержка новых программных продуктов. Помощь специалистам технической поддержки в решении сложных задач. Знакомство со стеком протоколов TCP/IP и выше. Знание С/Python и/или Lua. Технический английский язык. Навыки отладки программного...
Инженер,https://spb.hh.ru/vacancy/29489059?query=python,"ПАО Ростелеком, Макрорегиональный филиал ""Северо-Запад""","Прием, анализ заявок на обслуживание абонентов сети Docsis и FTTB. Мониторинг состояния сети передачи данных (Cisco, Juniper, Arris, Huawei) средствами... ...стека TCP/IP. Понимание работы сети (Маршрутизация, VLAN). Опыт работы с базами данных (SQL), знание скриптового языка (Bash, Perl, Python)."
Программист баз данных,https://spb.hh.ru/vacancy/29220299?query=python, Холдинг Первая мебельная фабрика,"Участие в ИТ-проектах Компании. Поддержка и наращивание функционала ERP-системы компании. Создание системы интеграции информационных систем и обменов данными.  Опыт проектирования хранилищ данных, систем обмена данными - приветствуется. Знание PHP, JavaScript, 1С-Битрикс, Python - приветствуется. Умение работать в команде..."
Devops engineer / SRE,https://spb.hh.ru/vacancy/28596951?query=python,ООО ClearScale,"AWS Infrastructure Automation with Cloud Formation and Terraform. AMI Creation Automation via Packer. Configuration Management tasks (Ansible, chef).  Good to have: ECS, EMR, SQS, API GW, SSM, others. Scripting: bash, awk, Ruby, Python and/or other programming skills. "
Руководитель отдела разработки ПО,https://spb.hh.ru/vacancy/29485213?query=python," ASAP Solutions International Co, Ltd","Ответственность за полный цикл разработки и развития продукта: разработка, тестирование, документация. Руководство командой разработки более 20 человек. Формирование и обучение... Опыт проектирования и разработки архитектуры крупных систем/коробочных продуктов. Необходимые технические навыки (экспертиза): C++, python, Linux, система оркестрации Kubernates, стек..."
DevOps engineer,https://spb.hh.ru/vacancy/29442639?query=python, Сбербанк для экспертов,"Выявление и устранение дефектов инсталляции приложений. Реализация и развитие решений continuous deployment и технических smoke тестов. Разработка и развитие автоматизации... Знание основ SQL. Опыт работы с инструментами DevOps (Jenkins, Ansible). Знание скриптовых языков программирования (Bash / Power shell/ Python)."
DevOps Lead / Architect,https://spb.hh.ru/vacancy/27724775?query=python, Netcracker Technology Corp.,"Automate deployment and lifecycle of complex microservice-based application deployed in cloud ecosystem (Openshift, Openstack). Strict availability requirements are applied... Management of 3-5 engineers team. Experience in Java. Experience in Python/Ruby/Groovy. Experience in distributed file systems- Ceph..."
Senior DevOps Engineer,https://spb.hh.ru/vacancy/22719864?query=python, Sperasoft,"Technical support, maintenance and monitoring: Internal infrastructure and Project's Live/Test/Dev environments. Development process support. Release process automation... Build-frameworks: Ant, Maven, Gradle, Make, Gulp, NPM. Scripting techniques: bash, python/groovy/ruby. Configuration management: SaltStack, Ansible. "
Ведущий программист Linux,https://spb.hh.ru/vacancy/28850634?query=python, Конфидент,Разработка и поддержка новых программных продуктов. Помощь специалистам технической поддержки в решении сложных задач. Уверенное знание и понимание протоколов стека TCP/IP и выше. Уверенное знание С/Python и/или Lua. Навыки отладки программного...
Инженер по тестированию и поддержке,https://spb.hh.ru/vacancy/29103429?query=python,ООО Специальный Технологический Центр,"Тестирование оборудования и программного обеспечения на мобильных, персональных и серверных платформах. Установка, настройка и обслуживание оборудования и ПО.  Понимание принципов работы сетей, стека сетевых протоколов TCP/IP. Shell, Python достаточно опыта написания небольших скриптов. Знание одного из языков..."
Cloud DB/Cassandra DB Engineer,https://spb.hh.ru/vacancy/27724740?query=python, Netcracker Technology Corp.,"Participate in data bases “cloudization” – preparation of common opensource Data Bases to Openshift cloud deployment. Such preparation contains: Choose correct... Performance tuning skills for chosen data base. Python development skills. Openshift/Kubernetes experience on user level. Monitoring configuration (Zabbix, Grafana)."
DevOps Engineer,https://spb.hh.ru/vacancy/28046972?query=python, OpenWay Group,"Создание, администрирование и поддержка серверов и виртуальных машин на базе ОС Linux, Windows, MacOS. Участие в процессе ServiceDesk по обслуживанию... Опыт эксплуатации ПО для виртуализации (например, VMWare ESXi, VirtualBox, KVM, Xen etc). Опыт написания скриптов (Python, Groovy Script, Bash etc..."
QA engineer (CCM),https://spb.hh.ru/vacancy/29103289?query=python, Nexign (АО «Петер-Сервис»),CCM (Customer Care Management) - продукт «Управление продуктами и сервисами обслуживания клиентов» реализует программную логику (серверную часть) для работы с продуктовыми... Владение техниками test design. Опыт разработки автотестов (предпочтительно на Python/Java). Базовые знания SQL. Базовые знания Linux. Личные качества: Умение...
Cloud support/ installation IT engineer,https://spb.hh.ru/vacancy/27724746?query=python, Netcracker Technology Corp.,"Perform day-to-day Openshift clouds Support – react on monitoring events, prevent possible problems. Troubleshoot and repair infrastructure (OS, cloud... Openshift/Kubernetes administration. Openstack knowledge on user/tenant administrator level. LVM / storage virtualization. Basic Python knowledge. Jenkins administration. HAproxy configuration."
Продуктовый аналитик в Команду Рекламы и Бизнеса,https://spb.hh.ru/vacancy/29337871?query=python, ВКонтакте,"Исследовать большие объёмы данных рекламной системы ВКонтакте и анализировать поведение пользователей. Проводить статистический анализ результатов А/Б-тестирования при запуске... Умения работать с Big data и базами данных (Hadoop, Spark, Zeppelin, SQL, ClickHouse). Знания Python (Pandas, NumPy, Scikit-learn). "
Программист-алгоритмист,https://spb.hh.ru/vacancy/29040054?query=python," Электрон, НИПК","Проведение исследовательских работ. Разработка алгоритмов и методов получения рентгеновских изображений. Написание технической документации. Обработка получаемых результатов. Написание отчетов о выполненной... Знание высшей математики в объеме университетской программы. Навыки составления программных алгоритмов. Знание языков программирования (Matlab, python). Опыт написания патентных заявок..."
